CellID,GridLat,GridLng,DistrictID,TimeWindow,CrimeCount,TrendDirection
276,15.25,76.89,2,2024-10,1,stable
277,13.16,77.37,4,2024-06,1,stable
278,13.16,77.37,4,2025-04,1,stable
279,13.34,77.16,26,2024-11,1,stable
280,15.9,74.5,3,2025-09,1,stable
281,13.98,75.57,25,2025-12,1,stable
282,12.27,76.75,22,2025-02,1,stable
283,13.25,75.84,9,2025-06,1,stable
284,13.25,76.99,26,2026-02,1,stable
285,15.16,76.88,2,2025-11,1,stable
286,13.25,74.66,27,2024-05,1,stable
287,15.43,75.03,13,2025-10,1,stable
288,15.43,75.03,13,2025-12,1,stable
289,12.34,76.68,22,2025-09,1,stable
290,15.37,75.57,14,2024-05,1,stable
291,13.52,77.64,8,2026-02,1,stable
292,15.46,74.91,13,2025-03,1,stable
293,16.93,75.61,29,2024-02,1,stable
294,13.33,77.47,4,2025-09,1,stable
295,12.95,77.61,5,2024-01,1,stable
296,12.95,77.61,5,2024-02,1,stable
297,12.95,77.61,5,2025-01,1,stable
298,12.95,77.61,5,2025-07,1,stable
299,12.95,77.61,5,2025-09,1,stable
300,12.95,77.61,5,2025-12,1,stable
301,12.95,77.61,5,2026-04,1,stable
302,12.46,75.69,18,2024-03,1,stable
303,13.05,76.12,15,2025-10,1,stable
304,13.92,75.5,25,2025-09,1,stable
305,13.92,75.5,25,2026-06,1,stable
306,13.37,74.64,27,2026-01,1,stable
307,12.45,76.85,21,2024-04,1,stable
308,14.4,75.85,12,2025-01,1,stable
309,12.53,76.89,21,2026-02,1,stable
310,12.94,77.62,5,2025-11,1,stable
311,12.94,77.62,5,2026-04,1,stable
312,13.0,77.5,5,2024-10,1,stable
313,13.0,77.5,5,2025-02,1,stable
314,12.2,76.73,22,2025-07,1,stable
315,16.84,75.65,29,2026-05,1,stable
316,13.0,77.64,5,2025-02,1,stable
317,13.0,77.64,5,2025-10,1,stable
318,13.28,75.78,9,2025-10,1,stable
319,12.35,76.62,22,2024-12,1,stable
320,13.01,77.7,5,2026-03,1,stable
321,15.2,77.03,2,2026-07,1,stable
322,14.73,75.3,16,2024-07,1,stable
323,16.76,75.74,29,2025-05,1,stable
324,14.76,75.51,16,2025-10,1,stable
325,14.46,75.9,12,2025-09,1,stable
326,14.46,75.9,12,2025-12,1,stable
327,14.79,75.32,16,2025-06,1,stable
328,13.84,75.64,25,2025-08,1,stable
329,15.8,74.39,3,2025-10,1,stable
330,13.08,78.22,19,2024-06,1,stable
331,13.23,74.81,27,2025-09,1,stable
332,13.03,78.19,19,2026-02,1,stable
333,15.5,74.91,13,2025-03,1,stable
334,12.55,76.92,21,2024-09,1,stable
335,13.08,77.63,5,2024-02,1,stable
336,13.08,77.63,5,2026-02,1,stable
337,16.13,75.8,1,2024-10,1,stable
338,16.16,75.6,1,2025-11,1,stable
339,16.16,75.6,1,2025-12,1,stable
340,12.86,74.88,11,2024-03,1,stable
341,12.64,77.4,24,2024-01,1,stable
342,15.32,76.36,31,2025-09,1,stable
343,14.81,75.44,16,2026-02,1,stable
344,12.34,76.75,22,2026-03,1,stable
345,12.95,74.96,11,2024-07,1,stable
346,12.38,75.71,18,2024-05,1,stable
347,12.38,75.71,18,2025-05,1,stable
348,13.34,77.67,8,2025-08,1,stable
349,12.3,76.6,22,2025-02,1,stable
350,14.0,75.55,25,2025-07,1,stable
351,16.17,75.76,1,2024-09,1,stable
352,15.32,76.21,20,2026-02,1,stable
353,12.39,76.59,22,2024-10,1,stable
354,12.96,77.53,5,2026-06,1,stable
355,13.07,76.18,15,2025-05,1,stable
356,12.21,76.69,22,2025-01,1,stable
357,14.22,76.29,10,2024-07,1,stable
358,13.52,77.8,8,2024-07,1,stable
359,15.85,74.54,3,2025-02,1,stable
360,13.17,78.12,19,2024-04,1,stable
361,12.43,75.81,18,2025-02,1,stable
362,12.87,74.8,11,2025-08,1,stable
363,12.87,74.8,11,2025-10,1,stable
364,12.78,74.91,11,2026-06,1,stable
365,12.89,74.79,11,2025-12,1,stable
366,13.1,76.18,15,2024-03,1,stable
367,12.92,77.64,5,2024-01,1,stable
368,12.92,77.64,5,2026-03,1,stable
369,12.83,77.24,24,2024-11,1,stable
370,12.42,76.75,22,2025-03,1,stable
371,12.87,77.48,5,2025-05,1,stable
372,12.87,77.48,5,2025-10,1,stable
373,14.81,75.49,16,2025-10,1,stable
374,13.21,77.57,4,2024-10,1,stable
375,15.14,77.04,2,2024-10,1,stable
376,17.26,76.86,17,2026-01,1,stable
377,16.74,75.74,29,2025-11,1,stable
378,12.98,77.51,5,2025-05,1,stable
379,12.98,77.51,5,2025-12,1,stable
380,14.35,75.84,12,2025-12,1,stable
381,13.31,75.71,9,2026-06,1,stable
382,12.61,76.88,21,2026-06,1,stable
383,15.43,75.64,14,2026-07,1,stable
384,12.5,76.81,21,2026-07,1,stable
385,15.54,75.08,13,2026-07,1,stable
386,13.14,77.51,4,2025-10,1,stable
387,11.9,76.92,7,2026-01,1,stable
388,15.47,75.08,13,2024-12,1,stable
389,15.47,75.08,13,2025-01,1,stable
390,13.05,77.68,5,2024-07,1,stable
391,12.96,77.49,5,2025-10,1,stable
392,13.37,75.72,9,2025-03,1,stable
393,13.21,78.09,19,2025-12,1,stable
394,16.83,75.74,29,2024-06,1,stable
395,15.18,76.37,31,2024-01,1,stable
396,13.42,77.11,26,2025-10,1,stable
397,16.88,75.82,29,2024-03,1,stable
398,12.94,77.53,5,2024-04,1,stable
399,12.94,77.53,5,2025-01,1,stable
400,15.41,76.24,20,2026-07,1,stable
401,14.34,75.82,12,2026-05,1,stable
402,15.84,74.55,3,2025-09,1,stable
403,15.84,74.55,3,2026-06,1,stable
404,15.34,74.97,13,2026-03,1,stable
405,12.22,76.53,22,2026-02,1,stable
406,12.47,76.82,21,2025-08,1,stable
407,17.29,76.87,17,2025-11,1,stable
408,16.89,75.66,29,2025-12,1,stable
409,16.79,77.08,30,2026-04,1,stable
410,16.79,77.08,30,2026-05,1,stable
411,13.26,74.69,27,2024-07,1,stable
412,12.94,74.99,11,2024-10,1,stable
413,12.94,74.99,11,2024-11,1,stable
414,15.86,74.42,3,2024-09,1,stable
415,16.17,75.62,1,2024-02,1,stable
416,12.97,77.57,5,2024-02,1,stable
417,12.97,77.57,5,2026-02,1,stable
418,12.97,77.57,5,2026-04,1,stable
419,12.97,77.57,5,2026-05,1,stable
420,14.37,75.94,12,2024-12,1,stable
421,13.32,75.73,9,2024-03,1,stable
422,12.76,74.81,11,2024-10,1,stable
423,12.76,74.81,11,2025-09,1,stable
424,11.84,76.98,7,2025-09,1,stable
425,12.39,76.64,22,2024-06,1,stable
426,13.88,75.5,25,2024-02,1,stable
427,13.88,75.5,25,2026-05,1,stable
428,13.08,76.1,15,2025-04,1,stable
429,12.97,77.61,5,2024-09,2,stable
430,12.97,77.61,5,2025-01,2,stable
431,12.97,77.61,5,2025-03,1,down
432,12.97,77.61,5,2025-08,1,stable
433,12.97,77.61,5,2026-03,3,up
434,12.97,77.61,5,2026-04,1,down
435,12.97,77.61,5,2026-06,1,stable
436,15.96,74.62,3,2025-09,1,stable
437,14.44,75.94,12,2024-02,1,stable
438,12.91,74.85,11,2024-07,1,stable
439,12.91,74.85,11,2026-06,1,stable
440,12.63,77.32,24,2026-06,1,stable
441,16.1,75.8,1,2024-04,1,stable
442,16.1,75.8,1,2025-11,1,stable
443,13.4,77.08,26,2024-08,1,stable
444,12.99,77.63,5,2024-12,1,stable
445,15.28,76.41,31,2024-11,1,stable
446,17.3,76.83,17,2026-06,1,stable
447,16.27,77.33,23,2026-07,1,stable
448,16.78,75.67,29,2025-02,1,stable
449,12.59,77.0,21,2025-11,1,stable
450,12.59,77.0,21,2026-01,1,stable
451,16.19,77.43,23,2024-12,1,stable
452,14.37,75.81,12,2025-12,1,stable
453,12.94,77.6,5,2024-03,1,stable
454,12.94,77.6,5,2025-07,1,stable
455,12.94,77.6,5,2025-11,1,stable
456,12.94,77.6,5,2026-05,1,stable
457,12.29,76.58,22,2024-02,1,stable
458,12.29,76.58,22,2024-04,1,stable
459,12.29,76.58,22,2026-02,1,stable
460,12.63,77.23,24,2026-04,1,stable
461,12.9,77.56,5,2024-01,1,stable
462,12.9,77.56,5,2025-08,1,stable
463,12.9,77.56,5,2025-12,1,stable
464,13.95,75.48,25,2024-04,1,stable
465,13.42,74.82,27,2024-10,1,stable
466,12.3,76.56,22,2025-12,1,stable
467,13.93,75.67,25,2024-12,1,stable
468,15.19,76.45,31,2025-12,1,stable
469,13.38,77.19,26,2025-01,1,stable
470,12.97,77.58,5,2024-12,1,stable
471,12.97,77.58,5,2025-03,1,stable
472,12.97,77.58,5,2025-04,1,stable
473,12.97,77.58,5,2025-07,1,stable
474,12.97,77.58,5,2025-12,2,up
475,12.97,77.58,5,2026-03,2,stable
476,12.97,77.58,5,2026-05,1,down
477,12.87,74.95,11,2026-03,1,stable
478,12.82,74.78,11,2024-06,1,stable
479,15.18,76.39,31,2026-06,1,stable
480,17.88,77.63,6,2025-10,1,stable
481,12.67,77.2,24,2026-06,1,stable
482,12.4,76.52,22,2026-05,1,stable
483,13.25,77.11,26,2025-04,1,stable
484,13.25,77.11,26,2026-06,1,stable
485,12.21,76.6,22,2026-04,1,stable
486,12.63,76.98,21,2024-01,1,stable
487,12.63,76.98,21,2024-10,1,stable
488,12.39,76.58,22,2026-03,2,stable
489,12.31,76.54,22,2025-07,1,stable
490,12.31,76.54,22,2026-05,1,stable
491,12.96,77.57,5,2024-05,1,stable
492,12.96,77.57,5,2024-06,1,stable
493,12.96,77.57,5,2024-08,1,stable
494,12.96,77.57,5,2025-03,1,stable
495,12.96,77.57,5,2025-06,1,stable
496,12.96,77.57,5,2025-10,1,stable
497,12.96,77.57,5,2025-12,1,stable
498,12.96,77.57,5,2026-03,1,stable
499,12.96,77.57,5,2026-04,2,up
500,17.33,76.82,17,2024-02,1,stable
501,12.85,77.5,5,2025-11,1,stable
502,13.34,77.45,4,2024-01,1,stable
503,16.81,75.75,29,2026-07,1,stable
504,13.19,77.44,4,2024-08,1,stable
505,13.39,74.75,27,2024-01,1,stable
506,13.09,78.04,19,2025-12,1,stable
507,12.27,76.56,22,2025-07,1,stable
508,14.35,76.02,12,2025-11,1,stable
509,14.68,75.51,16,2025-12,1,stable
510,14.26,76.36,10,2026-02,1,stable
511,13.04,77.64,5,2025-01,1,stable
512,12.3,76.72,22,2024-02,1,stable
513,12.3,76.72,22,2024-09,1,stable
514,12.99,77.56,5,2024-02,1,stable
515,12.99,77.56,5,2024-04,1,stable
516,12.99,77.56,5,2024-08,1,stable
517,12.99,77.56,5,2025-05,1,stable
518,12.99,77.56,5,2025-11,1,stable
519,12.99,77.56,5,2025-12,1,stable
520,12.99,77.56,5,2026-03,2,up
521,12.99,77.56,5,2026-04,2,stable
522,12.99,77.56,5,2026-07,1,down
523,12.97,77.65,5,2026-01,1,stable
524,12.97,77.65,5,2026-02,1,stable
525,12.97,77.65,5,2026-05,1,stable
526,12.93,77.62,5,2024-06,1,stable
527,12.93,77.62,5,2026-04,1,stable
528,12.92,74.93,11,2024-05,1,stable
529,13.22,78.21,19,2024-02,1,stable
530,14.49,75.95,12,2024-01,1,stable
531,13.41,74.79,27,2025-11,1,stable
532,13.23,75.74,9,2024-03,1,stable
533,16.29,77.36,23,2026-03,1,stable
534,13.32,74.65,27,2024-11,1,stable
535,15.15,76.46,31,2025-05,1,stable
536,14.05,75.68,25,2025-10,1,stable
537,16.87,75.81,29,2024-06,1,stable
538,14.22,76.33,10,2025-10,1,stable
539,13.32,77.43,4,2025-12,1,stable
540,15.23,76.09,20,2026-03,1,stable
541,11.87,76.83,7,2026-04,1,stable
542,17.38,76.87,17,2025-09,1,stable
543,12.44,75.8,18,2025-04,1,stable
544,12.65,77.17,24,2024-10,1,stable
545,12.86,74.99,11,2025-05,1,stable
546,13.01,77.64,5,2024-01,1,stable
547,13.01,77.64,5,2024-03,1,stable
548,13.2,78.15,19,2026-04,1,stable
549,11.93,76.95,7,2024-10,1,stable
550,15.07,77.03,2,2025-07,1,stable
551,13.16,77.44,4,2026-05,1,stable
552,12.47,76.88,21,2024-08,1,stable
553,15.49,75.68,14,2024-12,1,stable
554,15.16,76.86,2,2025-05,1,stable
555,16.77,75.81,29,2025-07,1,stable
556,16.09,77.47,23,2024-03,1,stable
557,12.87,77.7,5,2025-03,1,stable
558,15.39,74.93,13,2026-03,1,stable
559,15.89,74.38,3,2026-03,1,stable
560,13.87,75.46,25,2024-03,1,stable
561,16.86,77.16,30,2025-09,1,stable
562,15.37,75.56,14,2026-04,1,stable
563,12.76,77.18,24,2024-10,1,stable
564,12.76,77.18,24,2025-01,1,stable
565,14.51,75.99,12,2024-01,1,stable
566,12.89,77.48,5,2026-02,2,stable
567,13.03,77.51,5,2024-03,1,stable
568,13.03,77.51,5,2024-08,1,stable
569,15.39,74.94,13,2026-03,1,stable
570,15.38,74.92,13,2024-10,1,stable
571,12.85,77.67,5,2025-05,1,stable
572,16.87,75.79,29,2024-07,1,stable
573,15.34,76.05,20,2025-12,1,stable
574,12.86,77.5,5,2026-07,1,stable
575,15.28,76.12,20,2026-06,1,stable
576,15.57,75.08,13,2026-02,1,stable
577,12.95,77.56,5,2025-08,1,stable
578,12.95,77.56,5,2025-10,1,stable
579,12.95,77.56,5,2026-03,2,up
580,12.95,77.56,5,2026-04,1,down
581,12.3,76.54,22,2024-08,1,stable
582,12.24,76.53,22,2026-04,1,stable
583,13.2,77.43,4,2024-01,1,stable
584,13.01,76.11,15,2024-11,1,stable
585,13.01,76.11,15,2026-05,1,stable
586,15.48,75.74,14,2025-02,1,stable
587,15.48,75.74,14,2026-03,1,stable
588,14.52,76.02,12,2025-02,1,stable
589,12.86,77.6,5,2026-07,1,stable
590,14.3,76.46,10,2024-06,1,stable
591,12.93,77.71,5,2026-05,1,stable
592,13.12,78.16,19,2026-02,1,stable
593,15.85,74.47,3,2024-05,1,stable
594,16.9,75.61,29,2024-10,1,stable
595,16.93,75.82,29,2025-10,1,stable
596,15.49,75.61,14,2024-12,1,stable
597,13.01,77.51,5,2026-05,1,stable
598,15.49,74.92,13,2025-01,1,stable
599,14.46,75.96,12,2025-03,1,stable
600,14.56,76.01,12,2026-06,1,stable
601,14.4,76.02,12,2026-01,1,stable
602,12.64,77.39,24,2026-03,1,stable
603,17.24,76.74,17,2026-06,1,stable
604,12.4,76.63,22,2025-10,1,stable
605,16.8,75.72,29,2026-07,1,stable
606,12.93,77.59,5,2024-02,1,stable
607,12.93,77.59,5,2025-06,1,stable
608,12.93,77.59,5,2026-03,1,stable
609,13.23,77.11,26,2026-05,1,stable
610,13.06,76.19,15,2026-06,1,stable
611,16.86,77.2,30,2024-06,1,stable
612,12.69,77.29,24,2025-11,1,stable
613,16.09,77.24,23,2024-06,1,stable
614,16.21,77.43,23,2025-01,1,stable
615,15.82,74.59,3,2026-06,1,stable
616,16.82,77.13,30,2024-08,1,stable
617,14.85,74.69,28,2026-06,1,stable
618,13.08,78.05,19,2026-01,1,stable
619,15.4,75.02,13,2026-02,1,stable
620,12.77,77.33,24,2024-02,1,stable
621,13.26,77.13,26,2026-07,1,stable
622,15.55,75.05,13,2026-01,1,stable
623,12.36,76.54,22,2024-06,1,stable
624,13.29,77.17,26,2024-05,1,stable
625,14.56,75.98,12,2026-07,1,stable
626,17.44,76.77,17,2026-01,1,stable
627,17.44,76.77,17,2026-03,1,stable
628,13.16,77.56,4,2024-08,1,stable
629,13.0,77.58,5,2026-02,1,stable
630,13.0,77.58,5,2026-03,1,stable
631,15.48,74.94,13,2025-05,1,stable
632,15.48,74.94,13,2025-10,1,stable
633,15.48,74.94,13,2026-01,1,stable
