ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
75,57,1,2026-04-14,1,12,55,184,24,77,1,0
76,57,1,2025-07-29,1,12,55,184,24,78,1,0
77,60,1,2026-05-14,1,5,29,100,10,79,1,0
78,62,1,2024-09-27,1,15,68,232,30,80,1,0
79,62,1,2025-06-10,1,15,68,232,30,81,1,0
80,65,1,2026-01-23,1,15,67,225,30,87,1,0
81,65,1,2025-03-06,1,15,67,224,30,88,1,0
82,66,1,2024-06-24,1,20,85,294,40,89,1,0
83,67,1,2025-05-29,1,24,101,357,47,90,1,0
84,67,1,2025-01-06,1,24,101,357,47,91,1,0
85,69,1,2026-03-14,1,22,91,319,44,92,1,0
86,69,1,2025-02-20,1,22,91,318,44,93,1,0
87,70,1,2025-01-09,1,8,39,137,15,94,1,0
88,70,1,2024-10-13,1,8,39,134,15,95,1,0
89,71,1,2025-12-16,1,11,46,157,21,96,1,0
90,72,1,2024-05-18,1,2,5,17,3,97,1,0
91,72,1,2026-01-13,1,2,5,19,3,98,1,0
92,75,1,2024-02-29,1,17,78,271,33,99,1,0
93,75,1,2026-01-16,1,17,78,270,33,100,1,0
94,76,1,2025-02-18,1,2,6,21,4,101,1,0
95,79,1,2026-01-10,1,11,51,172,22,102,1,0
96,79,1,2024-09-21,1,11,51,173,22,103,1,0
97,80,1,2024-01-04,1,12,53,179,24,104,1,0
98,80,1,2024-11-13,1,12,53,178,24,105,1,0
99,80,1,2026-03-17,1,12,53,180,24,106,1,0
100,83,1,2025-04-03,1,5,24,81,10,107,1,0
101,85,1,2026-04-05,1,3,15,53,6,108,1,0
102,85,1,2024-09-15,1,3,15,53,6,109,1,0
103,86,1,2025-02-01,1,25,104,368,49,110,1,0
104,86,1,2025-05-09,1,25,104,367,49,111,1,0
105,87,1,2024-04-04,1,4,16,55,7,112,1,0
106,87,1,2024-07-04,1,4,16,54,7,113,1,0
107,88,1,2024-01-30,1,24,101,357,48,114,1,0
108,89,1,2024-08-27,1,11,46,158,22,115,1,0
109,89,1,2026-01-27,1,11,46,158,22,116,1,0
110,89,1,2025-09-29,1,11,46,157,22,117,1,0
111,90,1,2025-09-22,1,11,47,161,21,118,1,0
112,91,1,2025-01-03,1,5,24,81,10,119,1,0
113,92,1,2024-04-29,1,29,119,422,57,120,1,0
114,93,1,2025-01-09,1,7,36,126,13,121,1,0
115,94,1,2024-04-13,1,29,118,418,58,122,1,0
116,94,1,2024-10-26,1,29,118,417,58,123,1,0
117,94,1,2025-01-18,1,29,118,417,58,124,1,0
118,96,1,2024-03-30,1,26,108,380,52,125,1,0
119,97,1,2024-07-15,1,12,57,193,23,126,1,0
120,97,1,2025-08-23,1,12,57,192,23,127,1,0
121,99,1,2024-07-18,1,19,84,289,38,128,1,0
122,99,1,2024-04-17,1,19,84,290,38,129,1,0
123,99,1,2025-03-04,1,19,84,290,38,130,1,0
124,99,1,2025-05-31,1,19,84,289,38,131,1,0
125,99,1,2026-01-16,1,19,84,288,38,132,1,0
126,100,1,2024-12-26,1,5,27,92,9,133,1,0
127,101,1,2024-04-02,1,21,90,314,41,134,1,0
128,101,1,2024-05-12,1,21,90,312,41,135,1,0
129,102,1,2025-11-07,1,22,92,323,44,136,1,0
130,104,1,2024-02-17,1,16,72,243,32,137,1,0
131,104,1,2024-10-22,1,16,72,245,32,138,1,0
132,105,1,2026-04-25,1,22,91,317,44,139,1,0
133,105,1,2026-03-09,1,22,91,317,44,140,1,0
134,107,1,2025-10-15,1,15,68,232,30,141,1,0
135,107,1,2025-10-30,1,15,68,231,30,142,1,0
136,108,1,2026-03-13,1,20,87,297,39,143,1,0
137,108,1,2025-03-15,1,20,87,300,39,144,1,0
138,109,1,2024-01-14,1,3,11,38,5,145,1,0
139,110,1,2024-05-14,1,13,58,195,26,146,1,0
140,110,1,2024-04-17,1,13,58,195,26,147,1,0
141,111,1,2024-08-25,1,16,71,241,31,148,1,0
142,111,1,2025-01-05,1,16,71,242,31,149,1,0
143,112,1,2024-09-20,1,5,23,75,10,150,1,0
144,113,1,2024-04-01,1,5,30,102,9,151,1,0
145,115,1,2025-08-30,1,2,6,20,4,152,1,0
146,115,1,2025-09-11,1,2,6,21,4,153,1,0
147,116,1,2025-01-22,1,31,126,447,61,154,1,0
148,118,1,2025-09-07,1,8,38,131,15,155,1,0
149,119,1,2024-11-28,1,24,100,355,48,156,1,0
150,120,1,2025-01-24,1,3,10,32,6,157,1,0
151,121,1,2025-11-15,1,15,69,234,30,158,1,0
152,121,1,2026-03-13,1,15,69,235,30,159,1,0
153,122,1,2026-01-11,1,12,54,181,23,160,1,0
154,122,1,2025-12-14,1,12,54,183,23,161,1,0
155,123,1,2024-07-14,1,17,75,257,33,162,1,0
156,123,1,2024-04-06,1,17,75,257,33,163,1,0
157,124,1,2025-10-12,1,20,86,295,39,164,1,0
158,125,1,2025-08-29,1,5,25,85,9,165,1,0
159,125,1,2025-03-17,1,5,25,85,9,166,1,0
160,126,1,2024-11-21,1,4,16,54,7,167,1,0
161,129,1,2024-03-21,1,4,18,59,8,168,1,0
162,130,1,2024-03-30,1,2,5,18,4,169,1,0
163,131,1,2026-05-26,1,2,8,24,4,170,1,0
164,133,1,2024-01-08,1,2,6,21,4,171,1,0
165,133,1,2025-07-08,1,2,6,21,4,172,1,0
166,135,1,2026-06-02,1,19,82,282,37,173,1,0
167,136,1,2024-09-09,1,3,10,32,5,174,1,0
168,138,1,2026-05-30,1,5,20,68,9,175,1,0
169,138,1,2025-12-23,1,5,20,64,9,176,1,0
170,139,1,2025-07-28,1,16,71,242,31,177,1,0
171,140,1,2024-09-16,1,5,28,96,9,178,1,0
172,140,1,2024-01-11,1,5,28,97,9,179,1,0
173,140,1,2026-02-02,1,5,28,96,9,180,1,0
174,141,1,2024-08-29,1,3,15,53,5,181,1,0
175,141,1,2025-01-05,1,3,15,52,5,182,1,0
176,143,1,2024-12-12,1,6,31,107,12,183,1,0
177,143,1,2025-10-31,1,6,31,106,12,184,1,0
178,144,1,2025-04-04,1,5,20,67,9,185,1,0
179,144,1,2024-12-04,1,5,20,65,9,186,1,0
180,145,1,2025-06-18,1,5,19,62,10,187,1,0
181,146,1,2024-12-23,1,26,108,380,51,188,1,0
182,146,1,2026-02-09,1,26,108,380,51,189,1,0
183,147,1,2025-05-29,1,1,3,10,2,190,1,0
184,147,1,2025-07-15,1,1,3,9,2,191,1,0
185,152,1,2025-03-20,1,5,23,78,10,192,1,0
186,152,1,2025-09-10,1,5,23,75,10,193,1,0
187,152,1,2024-07-22,1,5,23,78,10,194,1,0
188,153,1,2024-10-01,1,1,1,3,1,195,1,0
189,154,1,2024-06-05,1,16,70,237,31,196,1,0
190,154,1,2026-02-28,1,16,70,238,31,197,1,0
191,155,1,2025-03-22,1,29,118,418,57,198,1,0
192,156,1,2026-04-25,1,5,26,87,10,199,1,0
193,159,1,2024-08-21,1,5,29,100,9,200,1,0
194,159,1,2025-07-20,1,5,29,101,9,201,1,0
195,160,1,2025-02-24,1,5,25,85,9,202,1,0
196,160,1,2024-01-30,1,5,25,83,9,203,1,0
197,160,1,2025-05-12,1,5,25,84,9,204,1,0
198,161,1,2024-04-03,1,4,16,54,7,205,1,0
199,164,1,2025-12-02,1,31,126,446,61,206,1,0
200,165,1,2025-02-05,1,22,92,323,44,207,1,0
201,165,1,2025-11-12,1,22,92,320,44,208,1,0
202,167,1,2024-09-06,1,24,100,351,48,209,1,0
203,170,1,2024-06-18,1,26,111,390,51,210,1,0
204,171,1,2025-11-14,1,11,46,159,21,211,1,0
205,171,1,2025-10-01,1,11,46,159,21,212,1,0
206,171,1,2025-03-20,1,11,46,157,21,213,1,0
207,171,1,2025-04-24,1,11,46,157,21,214,1,0
208,172,1,2024-03-18,1,10,43,146,20,215,1,0
209,172,1,2026-03-21,1,10,43,147,20,216,1,0
210,173,1,2025-09-29,1,13,62,209,26,217,1,0
211,174,1,2026-01-14,1,5,20,64,9,218,1,0
212,175,1,2026-04-27,1,5,28,96,9,219,1,0
213,175,1,2025-04-30,1,5,28,98,9,220,1,0
214,177,1,2026-01-18,1,16,71,239,31,221,1,0
215,181,1,2024-07-07,1,22,96,338,43,222,1,0
216,181,1,2024-08-02,1,22,96,336,43,223,1,0
217,182,1,2024-12-20,1,8,39,137,15,224,1,0
218,182,1,2025-02-13,1,8,39,134,15,225,1,0
219,185,1,2024-08-10,1,1,3,11,1,228,1,0
220,189,1,2025-02-05,1,2,4,12,4,229,1,0
221,190,1,2024-02-21,1,19,84,290,37,230,1,0
222,191,1,2026-02-14,1,22,91,318,43,231,1,0
223,191,1,2025-11-30,1,22,91,318,43,232,1,0
224,191,1,2025-10-07,1,22,91,319,43,233,1,0
225,191,1,2024-08-14,1,22,91,319,43,234,1,0
226,192,1,2026-03-28,1,11,46,158,21,235,1,0
227,192,1,2025-05-19,1,11,46,157,21,236,1,0
228,193,1,2024-11-16,1,21,89,309,41,237,1,0
229,194,1,2024-10-21,1,3,11,37,6,238,1,0
230,195,1,2025-01-22,1,2,7,22,4,239,1,0
231,195,1,2026-05-22,1,2,7,22,4,240,1,0
232,197,1,2026-04-08,1,26,111,392,51,241,1,0
233,198,1,2026-02-03,1,3,13,45,5,242,1,0
234,198,1,2024-09-26,1,3,13,45,5,243,1,0
235,198,1,2024-12-01,1,3,13,45,5,244,1,0
236,198,1,2025-09-17,1,3,13,46,5,245,1,0
237,198,1,2025-10-26,1,3,13,45,5,246,1,0
238,198,1,2025-08-25,1,3,13,45,5,247,1,0
239,198,1,2024-05-18,1,3,13,45,5,248,1,0
240,199,1,2026-02-25,1,25,105,372,49,249,1,0
241,199,1,2025-03-13,1,25,105,372,49,250,1,0
242,200,1,2025-07-22,1,22,93,324,44,251,1,0
243,202,1,2025-09-25,1,26,107,378,52,252,1,0
244,202,1,2024-12-12,1,26,107,379,52,253,1,0
245,203,1,2024-10-03,1,2,8,25,3,254,1,0
246,203,1,2025-11-08,1,2,8,25,3,255,1,0
247,204,1,2026-04-14,1,27,112,396,54,256,1,0
248,206,1,2025-02-08,1,22,93,328,44,257,1,0
249,206,1,2025-10-14,1,22,93,327,44,258,1,0
250,207,1,2025-01-29,1,14,65,217,27,259,1,0
251,208,1,2026-05-31,1,8,39,136,16,260,1,0
252,208,1,2025-11-19,1,8,39,136,16,261,1,0
253,210,1,2025-03-28,1,29,119,421,57,262,1,0
254,211,1,2024-11-26,1,4,16,54,7,263,1,0
255,213,1,2025-12-06,1,18,80,276,36,264,1,0
256,214,1,2024-12-27,1,15,67,225,29,265,1,0
257,214,1,2024-09-29,1,15,67,226,29,266,1,0
258,216,1,2024-08-05,1,27,113,398,54,267,1,0
259,216,1,2025-12-02,1,27,113,398,54,268,1,0
260,217,1,2024-09-05,1,21,90,313,42,269,1,0
261,217,1,2025-07-15,1,21,90,312,42,270,1,0
262,218,1,2025-09-06,1,12,54,182,23,271,1,0
263,218,1,2026-04-20,1,12,54,183,23,272,1,0
264,218,1,2024-11-23,1,12,54,181,23,273,1,0
265,218,1,2026-03-26,1,12,54,183,23,274,1,0
266,220,1,2026-04-02,1,5,24,81,10,275,1,0
267,222,1,2025-02-09,1,22,95,335,44,276,1,0
268,223,1,2024-10-30,1,29,118,419,58,277,1,0
269,224,1,2026-01-08,1,5,21,69,9,278,1,0
270,225,1,2025-12-28,1,9,41,142,18,279,1,0
271,225,1,2025-10-24,1,9,41,140,18,280,1,0
272,229,1,2025-05-19,1,16,70,237,32,283,1,0
273,229,1,2025-01-26,1,16,70,238,32,284,1,0
274,229,1,2026-05-04,1,16,70,238,32,285,1,0
275,229,1,2024-01-29,1,16,70,237,32,286,1,0
276,230,1,2025-08-21,1,29,118,415,58,287,1,0
277,230,1,2024-08-20,1,29,118,417,58,288,1,0
278,230,1,2025-07-27,1,29,118,416,58,289,1,0
279,231,1,2025-09-22,1,5,23,77,9,290,1,0
280,233,1,2026-01-07,1,12,53,179,23,291,1,0
281,234,1,2026-02-01,1,16,70,237,32,292,1,0
282,234,1,2026-05-24,1,16,70,237,32,293,1,0
283,234,1,2024-07-11,1,16,70,238,32,294,1,0
284,234,1,2024-03-20,1,16,70,238,32,295,1,0
285,235,1,2025-06-02,1,25,105,371,49,296,1,0
286,236,1,2026-04-11,1,3,11,39,5,297,1,0
287,237,1,2025-03-02,1,19,82,283,38,298,1,0
288,238,1,2025-01-23,1,27,114,402,54,299,1,0
289,238,1,2026-03-21,1,27,114,402,54,300,1,0
290,238,1,2026-06-04,1,27,114,402,54,301,1,0
291,238,1,2025-12-26,1,27,114,401,54,302,1,0
292,239,1,2024-11-07,1,19,84,289,38,303,1,0
293,240,1,2024-11-06,1,13,63,210,25,304,1,0
294,240,1,2025-10-17,1,13,63,212,25,305,1,0
295,241,1,2026-04-11,1,21,89,308,41,306,1,0
296,241,1,2024-12-16,1,21,89,308,41,307,1,0
297,243,1,2025-06-16,1,1,3,10,2,308,1,0
298,243,1,2025-10-31,1,1,3,9,2,309,1,0
299,244,1,2024-09-14,1,1,1,3,1,310,1,0
300,244,1,2026-02-22,1,1,1,4,1,311,1,0
301,248,1,2024-01-09,1,16,72,244,31,312,1,0
302,249,1,2026-01-05,1,22,91,317,44,313,1,0
303,249,1,2024-10-30,1,22,91,318,44,314,1,0
304,249,1,2025-03-14,1,22,91,318,44,315,1,0
305,250,1,2026-03-22,1,11,50,169,21,316,1,0
306,250,1,2024-04-08,1,11,50,171,21,317,1,0
307,251,1,2025-11-03,1,18,80,276,35,318,1,0
308,251,1,2024-10-18,1,18,80,276,35,319,1,0
309,251,1,2024-01-15,1,18,80,275,35,320,1,0
310,254,1,2024-08-25,1,25,104,367,49,321,1,0
311,255,1,2026-03-17,1,1,2,5,1,322,1,0
312,255,1,2025-05-25,1,1,2,5,1,323,1,0
313,256,1,2025-08-05,1,20,85,294,39,324,1,0
314,256,1,2026-04-08,1,20,85,294,39,325,1,0
315,256,1,2025-08-04,1,20,85,293,39,326,1,0
316,257,1,2025-01-19,1,22,94,329,44,327,1,0
317,257,1,2024-05-31,1,22,94,330,44,328,1,0
318,259,1,2025-10-27,1,15,69,235,30,330,1,0
319,259,1,2025-11-10,1,15,69,236,30,331,1,0
320,260,1,2025-03-22,1,22,95,335,44,332,1,0
321,260,1,2024-04-25,1,22,95,335,44,333,1,0
322,260,1,2024-11-19,1,22,95,333,44,334,1,0
323,260,1,2025-11-14,1,22,95,333,44,335,1,0
324,260,1,2024-03-29,1,22,95,331,44,336,1,0
325,260,1,2025-03-06,1,22,95,334,44,337,1,0
326,260,1,2026-06-15,1,22,95,332,44,338,1,0
327,261,1,2025-03-16,1,10,45,155,19,339,1,0
328,262,1,2025-11-03,1,8,38,131,16,340,1,0
329,264,1,2025-10-26,1,19,84,288,38,341,1,0
330,265,1,2024-07-12,1,18,80,276,35,342,1,0
331,266,1,2024-06-09,1,11,46,158,22,343,1,0
332,266,1,2025-01-08,1,11,46,158,22,344,1,0
333,268,1,2024-08-23,1,11,48,163,21,346,1,0
334,269,1,2025-01-28,1,15,68,229,30,347,1,0
335,269,1,2025-12-13,1,15,68,229,30,348,1,0
336,270,1,2024-01-31,1,5,27,93,10,349,1,0
337,272,1,2024-08-26,1,22,91,319,44,350,1,0
338,272,1,2025-08-08,1,22,91,317,44,351,1,0
339,272,1,2025-05-17,1,22,91,318,44,352,1,0
340,273,1,2024-07-29,1,5,30,104,9,353,1,0
341,273,1,2025-09-07,1,5,30,105,9,354,1,0
342,273,1,2025-05-24,1,5,30,103,9,355,1,0
343,273,1,2025-06-30,1,5,30,102,9,356,1,0
344,273,1,2024-02-22,1,5,30,103,9,357,1,0
345,273,1,2026-04-03,1,5,30,103,9,358,1,0
346,273,1,2024-07-25,1,5,30,103,9,359,1,0
347,274,1,2026-05-01,1,16,70,238,32,360,1,0
348,277,1,2024-12-20,1,17,73,250,34,361,1,0
349,277,1,2026-03-08,1,17,73,248,34,362,1,0
350,290,1,2026-01-31,1,5,25,85,10,371,1,0
351,293,1,2024-09-12,1,29,120,426,58,372,1,0
352,293,1,2024-09-01,1,29,120,426,58,373,1,0
353,294,1,2024-03-11,1,31,125,442,61,374,1,0
354,294,1,2024-01-24,1,31,125,445,61,375,1,0
355,295,1,2024-09-08,1,26,107,378,51,376,1,0
356,295,1,2024-12-16,1,26,107,379,51,377,1,0
357,296,1,2025-02-28,1,29,119,421,58,378,1,0
358,296,1,2025-10-10,1,29,119,421,58,379,1,0
359,297,1,2025-09-24,1,5,25,85,9,380,1,0
360,299,1,2024-01-29,1,12,52,176,23,381,1,0
361,300,1,2025-01-26,1,3,11,36,5,382,1,0
362,300,1,2026-03-30,1,3,11,39,5,383,1,0
363,301,1,2024-02-05,1,13,60,201,25,384,1,0
364,301,1,2024-07-16,1,13,60,200,25,385,1,0
365,302,1,2024-06-10,1,22,92,321,43,386,1,0
366,304,1,2025-02-13,1,17,74,255,34,387,1,0
367,306,1,2025-04-14,1,30,122,433,60,388,1,0
368,307,1,2024-06-22,1,27,112,396,54,389,1,0
369,307,1,2024-05-17,1,27,112,394,54,390,1,0
370,309,1,2024-02-21,1,3,12,42,6,391,1,0
371,310,1,2025-11-07,1,1,2,8,1,392,1,0
372,310,1,2026-03-22,1,1,2,6,1,393,1,0
373,310,1,2025-02-10,1,1,2,7,1,394,1,0
374,311,1,2025-10-07,1,5,26,88,10,395,1,0
375,312,1,2025-06-26,1,12,54,182,23,396,1,0
376,313,1,2026-05-19,1,9,41,141,17,397,1,0
377,313,1,2026-03-24,1,9,41,142,17,398,1,0
378,313,1,2024-04-21,1,9,41,141,17,399,1,0
379,315,1,2026-04-28,1,7,36,125,13,400,1,0
380,315,1,2025-12-29,1,7,36,126,13,401,1,0
381,315,1,2025-05-22,1,7,36,126,13,402,1,0
382,316,1,2024-12-09,1,22,95,333,44,403,1,0
383,316,1,2024-04-20,1,22,95,331,44,404,1,0
384,316,1,2025-10-07,1,22,95,331,44,405,1,0
385,318,1,2025-02-02,1,15,69,236,30,406,1,0
386,318,1,2026-03-11,1,15,69,236,30,407,1,0
387,320,1,2025-10-16,1,3,13,45,6,408,1,0
388,321,1,2026-04-10,1,12,55,184,24,409,1,0
389,321,1,2025-07-16,1,12,55,184,24,410,1,0
390,322,1,2024-07-17,1,11,47,160,22,411,1,0
391,322,1,2025-06-10,1,11,47,161,22,412,1,0
392,322,1,2026-02-02,1,11,47,161,22,413,1,0
393,323,1,2024-12-01,1,24,101,356,47,414,1,0
394,325,1,2026-04-12,1,26,111,392,52,415,1,0
395,326,1,2025-04-14,1,5,19,62,10,416,1,0
396,327,1,2025-08-03,1,31,125,442,62,417,1,0
397,328,1,2024-02-17,1,17,74,251,33,418,1,0
398,330,1,2025-07-03,1,29,119,421,58,419,1,0
399,330,1,2025-07-03,1,29,119,422,58,420,1,0
400,330,1,2024-08-18,1,29,119,421,58,421,1,0
401,332,1,2025-04-30,1,23,98,346,46,422,1,0
402,332,1,2024-11-13,1,23,98,346,46,423,1,0
403,332,1,2025-03-13,1,23,98,346,46,424,1,0
404,336,1,2024-10-19,1,24,102,359,47,425,1,0
405,336,1,2024-01-19,1,24,102,360,47,426,1,0
406,338,1,2024-12-02,1,25,104,370,50,427,1,0
407,339,1,2026-04-18,1,27,114,400,54,428,1,0
408,342,1,2025-04-10,1,31,125,445,61,429,1,0
409,345,1,2024-04-06,1,11,48,164,21,430,1,0
410,346,1,2024-10-15,1,11,47,160,22,431,1,0
411,346,1,2025-01-27,1,11,47,162,22,432,1,0
412,348,1,2026-02-21,1,31,125,445,61,433,1,0
413,350,1,2024-08-04,1,24,102,360,47,434,1,0
414,351,1,2024-09-17,1,22,95,334,43,435,1,0
415,351,1,2024-12-01,1,22,95,331,43,436,1,0
416,352,1,2024-08-09,1,26,107,379,52,437,1,0
417,354,1,2024-08-10,1,21,89,308,41,438,1,0
418,354,1,2025-09-02,1,21,89,310,41,439,1,0
419,355,1,2025-11-17,1,22,92,321,44,440,1,0
420,355,1,2026-06-08,1,22,92,320,44,441,1,0
421,356,1,2024-07-03,1,22,94,330,43,442,1,0
422,356,1,2025-05-03,1,22,94,329,43,443,1,0
423,357,1,2025-11-25,1,5,24,82,9,444,1,0
424,357,1,2024-08-31,1,5,24,80,9,445,1,0
425,358,1,2026-05-31,1,17,76,263,33,446,1,0
426,359,1,2026-02-04,1,5,22,72,10,447,1,0
427,360,1,2025-11-20,1,4,17,58,7,448,1,0
428,363,1,2024-09-10,1,27,113,397,53,449,1,0
429,364,1,2024-12-22,1,19,83,287,37,450,1,0
430,365,1,2026-03-17,1,22,96,338,44,451,1,0
431,366,1,2026-04-02,1,12,54,182,24,452,1,0
432,366,1,2026-06-05,1,12,54,183,24,453,1,0
433,367,1,2026-01-19,1,16,71,241,32,454,1,0
434,367,1,2025-10-12,1,16,71,239,32,455,1,0
435,369,1,2024-06-18,1,5,24,80,10,456,1,0
436,369,1,2026-01-21,1,5,24,80,10,457,1,0
437,371,1,2025-12-30,1,5,24,82,9,458,1,0
438,371,1,2026-02-24,1,5,24,80,9,459,1,0
439,372,1,2024-11-28,1,5,19,63,9,460,1,0
440,372,1,2025-11-29,1,5,19,62,9,461,1,0
441,373,1,2025-06-13,1,5,20,64,9,462,1,0
442,375,1,2025-07-31,1,19,83,287,38,463,1,0
443,375,1,2025-12-09,1,19,83,284,38,464,1,0
444,376,1,2025-12-05,1,12,57,193,24,465,1,0
445,376,1,2024-04-03,1,12,57,190,24,466,1,0
446,377,1,2024-01-29,1,27,112,396,54,467,1,0
447,378,1,2024-03-21,1,9,42,145,17,468,1,0
448,378,1,2024-03-19,1,9,42,145,17,469,1,0
449,378,1,2025-08-02,1,9,42,145,17,470,1,0
450,378,1,2024-06-26,1,9,42,144,17,471,1,0
451,378,1,2024-05-29,1,9,42,145,17,472,1,0
452,379,1,2024-08-29,1,23,99,347,46,473,1,0
453,380,1,2024-06-01,1,27,114,401,54,474,1,0
454,380,1,2026-05-24,1,27,114,401,54,475,1,0
455,381,1,2025-07-02,1,31,125,442,61,476,1,0
456,381,1,2024-01-28,1,31,125,445,61,477,1,0
457,381,1,2025-04-27,1,31,125,441,61,478,1,0
458,383,1,2024-06-17,1,29,120,423,58,479,1,0
459,383,1,2024-03-11,1,29,120,423,58,480,1,0
460,383,1,2025-05-26,1,29,120,424,58,481,1,0
461,385,1,2024-09-07,1,4,16,54,7,482,1,0
462,385,1,2025-10-27,1,4,16,54,7,483,1,0
463,385,1,2024-07-21,1,4,16,54,7,484,1,0
464,385,1,2024-12-26,1,4,16,55,7,485,1,0
465,387,1,2024-04-04,1,7,36,126,13,486,1,0
466,391,1,2024-09-26,1,11,47,160,21,487,1,0
467,391,1,2026-01-06,1,11,47,160,21,488,1,0
468,392,1,2024-05-16,1,5,24,82,9,489,1,0
469,392,1,2024-09-01,1,5,24,80,9,490,1,0
470,393,1,2026-02-23,1,19,84,290,38,491,1,0
471,393,1,2024-01-14,1,19,84,289,38,492,1,0
472,393,1,2024-08-20,1,19,84,290,38,493,1,0
473,393,1,2025-05-05,1,19,84,291,38,494,1,0
474,393,1,2026-06-09,1,19,84,290,38,495,1,0
